item_name,2026-02-22,2026-02-23,2026-02-24,2026-02-25,2026-02-26,2026-02-27,2026-02-28,2026-03-01,2026-03-02,2026-03-03,2026-03-04,2026-03-05,2026-03-06,2026-03-07,2026-03-08,2026-03-09,2026-03-10,2026-03-11,2026-03-12,2026-03-13,2026-03-14,2026-03-15,2026-03-16,2026-03-17,2026-03-18,2026-03-19,2026-03-20,2026-03-21,2026-03-22,2026-03-23,2026-03-24,2026-03-25,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05,2026-04-06,2026-04-07,2026-04-08,2026-04-09,2026-04-10,2026-04-11,2026-04-12,2026-04-13,2026-04-14,2026-04-15,2026-04-16,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24,2026-04-25,2026-04-26,2026-04-27,2026-04-28,2026-04-29,2026-04-30,2026-05-01,2026-05-02,2026-05-03,2026-05-04,2026-05-05,2026-05-06,2026-05-07,2026-05-08,2026-05-09,2026-05-10,2026-05-11,2026-05-12,2026-05-13,2026-05-14,2026-05-15,2026-05-16,2026-05-17,2026-05-18,2026-05-19,2026-05-20,2026-05-21,2026-05-22,2026-05-23,2026-05-24,2026-05-25,2026-05-26,2026-05-27,2026-05-28,2026-05-29,2026-05-30,2026-05-31,2026-06-01,2026-06-02,2026-06-03,2026-06-04,2026-06-05,2026-06-06,2026-06-07,2026-06-08,2026-06-09,2026-06-10,2026-06-11,2026-06-12,2026-06-13,2026-06-14,2026-06-15,2026-06-16,2026-06-17,2026-06-18,2026-06-19,2026-06-20,2026-06-21,2026-06-22,2026-06-23,2026-06-24,2026-06-25,2026-06-26,2026-06-27,2026-06-28,2026-06-29,2026-06-30,2026-07-01,2026-07-02,2026-07-03,2026-07-04,2026-07-05,2026-07-06,2026-07-07,2026-07-08,2026-07-09,2026-07-10,2026-07-11,2026-07-12,2026-07-13,2026-07-14,2026-07-15,2026-07-16,2026-07-17,2026-07-18,2026-07-19,2026-07-20,2026-07-21,2026-07-22,2026-07-23,2026-07-24,2026-07-25,2026-07-26,2026-07-27,2026-07-28,2026-07-29,2026-07-30,2026-07-31,2026-08-01,2026-08-02,2026-08-03,2026-08-04,2026-08-05,2026-08-06,2026-08-07,2026-08-08,2026-08-09,2026-08-10,2026-08-11,2026-08-12,2026-08-13,2026-08-14,2026-08-15,2026-08-16,2026-08-17,2026-08-18,2026-08-19,2026-08-20,2026-08-21,2026-08-22,2026-08-23,2026-08-24,2026-08-25,2026-08-26,2026-08-27,2026-08-28,2026-08-29,2026-08-30,2026-08-31,2026-09-01,2026-09-02,2026-09-03,2026-09-04,2026-09-05,2026-09-06,2026-09-07
부식 폭탄,1681.0,766,611,897,1256,1195,2197,2237,860,905,1695,999,1520,1496,1577,763.0,855.0,712.0,1330.0,1632.0,1363.0,1015.0,2124.0,1390.0,1410.0,1323.0,887.0,1331.0,2467.0,949.0,720.0,1208.0,1658,1481.0,1486.0,1601.0,796.0,419.0,1626.0,1535.0,2401.0,1611,1257.0,746.0,1381.0,1334.0,2466.0,1756.0,1990.0,770.0,1346.0,603.0,871,1265.0,1439.0,1643.0,1057.0,547.0,763.0,783.0,1079.0,644.0,622.0,719.0,534.0,312.0,948.0,513.0,790.0,341.0,387.0,346.0,95.0,776.0,341.0,332.0,977.0,505.0,1047.0,163.0,879.0,613.0,1475.0,554.0,414.0,162.0,575,340.0,348,157,393,520.0,946.0,227,502.0,102.0,1204,544.0,475,300,252.0,1233.0,6443.0,577.0,391.0,424.0,280.0,104.0,600.0,714.0,528.0,957.0,722,563,183,625.0,733.0,182.0,416.0,1777.0,128.0,161.0,195.0,202.0,400.0,231.0,358.0,1147.0,1146.0,291.0,240.0,413.0,451.0,360.0,1518.0,11.0,130.0,134.0,317.0,203.0,454.0,75.0,488.0,207.0,202.0,469.0,343.0,585.0,309.0,0.0,181.0,345.0,720.0,135.0,380.0,79.0,50.0,422.0,240.0,935.0,120.0,642.0,351.0,480.0,484.0,231.0,22.0,72.0,233.0,51.0,61.0,1089.0,238.0,910.0,104.0,61.0,197.0,40.0,227.0,230.0,10.0,124.0,22.0,303.0,117.0,150.0,410.0,2210.0,196.0,190.0,3.0,270.0,350.0,164.0,514.0,500.0,338.0,0.0
붉은 살 생선,9953.0,12888,14460,13110,19085,15341,17745,14332,14343,20202,30824,35314,45950,17906,31568,26245.0,16910.0,15877.0,17547.0,36228.0,19070.0,18831.0,13204.0,11871.0,11770.0,17260.0,12917.0,16110.0,15161.0,18136.0,35686.0,14915.0,10609,14475.0,9067.0,11571.0,8968.0,9746.0,21538.0,10676.0,15071.0,17320,20760.0,17177.0,12395.0,11209.0,14249.0,13689.0,13452.0,15258.0,7819.0,8295.0,7130,9258.0,13312.0,13585.0,23894.0,12393.0,11858.0,13884.0,12176.0,13982.0,22058.0,16396.0,11960.0,18662.0,16437.0,12710.0,7943.0,12330.0,14944.0,18353.0,20059.0,9588.0,17892.0,9746.0,7336.0,9873.0,10058.0,5349.0,6759.0,7269.0,10444.0,9644.0,11334.0,3818.0,7284,10868.0,13305,11596,14833,8831.0,19219.0,8071,8068.0,14473.0,9926,13536.0,7423,3665,9777.0,9828.0,19885.0,4209.0,5832.0,14676.0,11490.0,6446.0,15502.0,5986.0,10957.0,12548.0,14464,12961,8744,9099.0,5160.0,12252.0,9037.0,7220.0,14992.0,11961.0,14408.0,33198.0,8457.0,5582.0,15850.0,14532.0,17313.0,33950.0,12583.0,9570.0,8903.0,17062.0,18409.0,6304.0,6203.0,25673.0,7562.0,16788.0,21840.0,6058.0,9176.0,6704.0,6779.0,5350.0,11075.0,9050.0,7883.0,2761.0,4606.0,6938.0,7217.0,8698.0,16982.0,10875.0,9052.0,8572.0,11914.0,10440.0,17140.0,11877.0,17028.0,12811.0,12974.0,11638.0,9017.0,18252.0,12248.0,17841.0,11112.0,12805.0,16328.0,12121.0,19084.0,13349.0,14112.0,5619.0,21755.0,16496.0,26511.0,22091.0,25631.0,19201.0,12381.0,17351.0,9850.0,11333.0,8329.0,18153.0,4077.0,5316.0,15484.0,6848.0,9177.0,10664.0,19607.0,3261.0
빙하의 숨결,415748.0,320702,339398,352182,360857,288351,424211,609596,477178,241494,322021,395045,320131,366222,398619,432112.0,331738.0,291988.0,474762.0,309610.0,365172.0,434714.0,330934.0,355834.0,381356.0,416143.0,300329.0,386277.0,391341.0,403090.0,291621.0,342135.0,415826,342524.0,408113.0,431712.0,365828.0,293248.0,487713.0,369189.0,313783.0,399683,425628.0,338643.0,269717.0,363556.0,392574.0,332236.0,399372.0,412242.0,330435.0,309326.0,367767,359960.0,433345.0,537774.0,504707.0,434377.0,307588.0,382945.0,365680.0,305165.0,367578.0,416054.0,327474.0,252179.0,270662.0,321348.0,375106.0,405750.0,305836.0,348421.0,268041.0,309626.0,353463.0,267593.0,323508.0,379754.0,271500.0,281140.0,330283.0,321081.0,323138.0,314576.0,396920.0,288549.0,262726,388506.0,415464,435299,463282,408008.0,364895.0,240881,248851.0,256045.0,214425,313049.0,319108,361393,237197.0,286967.0,257672.0,223813.0,308596.0,367064.0,239861.0,198755.0,224322.0,245041.0,226548.0,252878.0,284466,232206,201101,219481.0,223925.0,171876.0,542786.0,503526.0,348513.0,222608.0,682442.0,605241.0,405310.0,399135.0,353140.0,339793.0,240863.0,293404.0,274190.0,264828.0,323834.0,379555.0,282824.0,205598.0,672382.0,506210.0,421777.0,471909.0,567574.0,408923.0,294390.0,334689.0,338815.0,409747.0,412171.0,393139.0,429173.0,331334.0,328915.0,364415.0,327681.0,399220.0,444046.0,346615.0,270950.0,377852.0,320366.0,314823.0,356571.0,421997.0,341500.0,364323.0,410751.0,390431.0,401900.0,430906.0,529209.0,416765.0,362611.0,332923.0,355758.0,370843.0,488700.0,513746.0,437434.0,276952.0,339561.0,411689.0,372908.0,389846.0,416320.0,375536.0,353781.0,617777.0,607472.0,512778.0,629720.0,553893.0,439556.0,336808.0,403519.0,396817.0,313750.0,381366.0,404168.0,56179.0
빛나는 냉기 수류탄,0.0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0,0.0,0.0,980.0,44.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0,0.0,0,0,0,1341.0,0.0,0,0.0,0.0,0,0.0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,19.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
빛나는 도발 허수아비,4.0,0,5,1,11,0,6,10,0,31,0,3,1,21,6,0.0,1.0,0.0,0.0,1.0,38.0,15.0,4.0,3.0,0.0,0.0,60.0,7.0,17.0,18.0,2.0,0.0,13,0.0,4.0,0.0,0.0,0.0,111.0,29.0,13.0,0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,4.0,24.0,0.0,2.0,0.0,0.0,3.0,0.0,14.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0,10.0,0,0,0,0.0,0.0,1,5.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,5.0,8.0,22.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,45.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,
빛나는 만능 물약,70.0,10,4,6,1,139,19,31,34,25,117,20,2,50,105,4.0,0.0,162.0,3.0,24.0,3.0,41.0,5.0,26.0,55.0,3.0,74.0,15.0,33.0,80.0,102.0,213.0,1,201.0,1.0,44.0,1.0,38.0,4.0,3.0,3.0,64,13.0,17.0,3.0,2.0,0.0,61.0,12.0,0.0,75.0,3.0,80,12.0,21.0,192.0,4.0,0.0,0.0,0.0,18.0,2.0,50.0,70.0,43.0,0.0,0.0,0.0,1.0,52.0,15.0,204.0,0.0,51.0,110.0,2.0,5.0,2.0,3.0,2.0,1.0,3.0,1.0,213.0,0.0,37.0,1,0.0,125,0,92,13.0,6.0,179,0.0,0.0,15,2.0,4,0,3.0,100.0,3.0,1.0,0.0,61.0,0.0,13.0,5.0,36.0,26.0,4.0,0,0,0,13.0,50.0,50.0,51.0,0.0,55.0,20.0,2.0,9.0,40.0,7.0,138.0,9.0,27.0,2.0,128.0,207.0,59.0,112.0,15.0,31.0,7.0,8.0,9.0,45.0,13.0,922.0,77.0,14.0,41.0,257.0,9.0,6.0,8.0,150.0,26.0,266.0,14.0,5.0,93.0,1.0,65.0,511.0,7.0,13.0,103.0,168.0,5.0,304.0,1224.0,0.0,1.0,2.0,2.0,71.0,2.0,142.0,2.0,2.0,3.0,20.0,34.0,32.0,0.0,505.0,6.0,0.0,0.0,22.0,10.0,58.0,0.0,345.0,10.0,10.0,10.0,0.0,11.0,0.0,0.0,7.0,11.0,0.0
빛나는 모닥불,1.0,1,1,28,0,1,0,5,1,0,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0,0,0.0,0.0,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0
빛나는 보호 물약,0.0,68,7,0,0,20,0,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,616.0,12.0,0.0,0.0,0.0,0.0,43.0,0.0,0,32.0,42.0,0.0,28.0,0.0,0.0,24.0,126.0,259,314.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,6.0,0,20.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,40.0,1.0,2.0,0.0,10.0,12,1.0,0,0,0,101.0,40.0,0,0.0,1.0,2,0.0,0,0,0.0,0.0,0.0,10.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
빛나는 부식 폭탄,203.0,51,233,99,206,274,239,312,248,115,35,39,414,257,596,40.0,20.0,171.0,86.0,180.0,80.0,656.0,120.0,309.0,282.0,203.0,270.0,315.0,20.0,133.0,155.0,419.0,58,143.0,140.0,218.0,97.0,2.0,380.0,54.0,216.0,21,31.0,0.0,10.0,75.0,218.0,50.0,40.0,125.0,199.0,0.0,177,39.0,121.0,87.0,256.0,45.0,0.0,23.0,30.0,360.0,10.0,193.0,184.0,140.0,10.0,110.0,10.0,61.0,152.0,18.0,0.0,129.0,3.0,18.0,100.0,20.0,0.0,0.0,39.0,50.0,5.0,100.0,107.0,0.0,150,30.0,110,20,9,870.0,0.0,10,0.0,0.0,130,68.0,10,10,122.0,0.0,64.0,6.0,20.0,21.0,0.0,0.0,29.0,70.0,51.0,200.0,20,0,501,66.0,0.0,8.0,55.0,37.0,0.0,22.0,0.0,0.0,62.0,50.0,3.0,51.0,0.0,253.0,0.0,9.0,11.0,0.0,10.0,20.0,0.0,12.0,1.0,178.0,20.0,50.0,0.0,120.0,9.0,120.0,260.0,0.0,0.0,0.0,300.0,82.0,0.0,19.0,28.0,4.0,150.0,215.0,100.0,110.0,197.0,133.0,46.0,299.0,200.0,0.0,0.0,0.0,41.0,1.0,17.0,0.0,51.0,1123.0,149.0,246.0,10.0,0.0,0.0,0.0,0.0,933.0,40.0,11.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,124.0,10.0,116.0,0.0,20.0,0.0
빛나는 섬광 수류탄,2159.0,406,503,507,278,166,159,221,166,23,179,77,205,330,1045,78.0,10.0,300.0,263.0,345.0,29.0,100.0,55.0,100.0,269.0,133.0,45.0,135.0,186.0,120.0,10.0,112.0,200,528.0,7.0,81.0,20.0,230.0,45.0,188.0,202.0,204,210.0,13.0,79.0,325.0,57.0,246.0,242.0,217.0,113.0,130.0,315,310.0,424.0,302.0,10.0,15.0,15.0,0.0,126.0,137.0,231.0,441.0,283.0,99.0,369.0,446.0,457.0,535.0,158.0,20.0,60.0,70.0,230.0,135.0,101.0,123.0,0.0,50.0,90.0,35.0,66.0,60.0,40.0,95.0,203,552.0,481,428,1399,1712.0,945.0,346,394.0,235.0,503,326.0,462,174,125.0,226.0,15.0,33.0,187.0,373.0,170.0,67.0,241.0,120.0,70.0,181.0,425,140,20,5.0,71.0,15.0,280.0,155.0,30.0,0.0,40.0,40.0,75.0,202.0,91.0,101.0,0.0,71.0,162.0,11.0,30.0,91.0,31.0,111.0,30.0,80.0,143.0,104.0,151.0,6.0,5.0,366.0,171.0,123.0,10.0,152.0,0.0,1.0,65.0,74.0,387.0,211.0,261.0,101.0,0.0,126.0,0.0,115.0,270.0,84.0,90.0,10.0,95.0,15.0,42.0,30.0,66.0,4.0,0.0,16.0,23.0,28.0,152.0,314.0,3.0,10.0,20.0,0.0,20.0,26.0,160.0,50.0,10.0,80.0,140.0,120.0,50.0,160.0,20.0,107.0,20.0,130.0,28.0,82.0,189.0,0.0
빛나는 성스러운 부적,11345.0,5351,6830,5877,4985,4551,7035,5618,4013,4734,5248,4702,5122,5704,6788,3638.0,2427.0,3976.0,3720.0,3474.0,5259.0,5580.0,3965.0,3682.0,13297.0,9945.0,10570.0,7605.0,6208.0,3688.0,2342.0,7691.0,5913,5488.0,6714.0,7184.0,3060.0,1948.0,5958.0,4938.0,6867.0,6252,4871.0,2103.0,1843.0,7294.0,4838.0,3775.0,6765.0,4906.0,2602.0,2151.0,6202,5045.0,5352.0,6897.0,6196.0,5901.0,3286.0,10176.0,7328.0,6619.0,9620.0,10519.0,4090.0,4872.0,5718.0,6167.0,9934.0,7581.0,6138.0,6672.0,6892.0,5941.0,4932.0,4430.0,7346.0,8573.0,3090.0,1991.0,6590.0,4784.0,5238.0,11878.0,21874.0,3644.0,15870,77935.0,67550,73616,102664,106814.0,86876.0,40494,28104.0,35078.0,40430,56676.0,53280,27408,20872.0,34074.0,20888.0,28372.0,37636.0,36673.0,20569.0,14803.0,14752.0,16591.0,20176.0,29252.0,28595,14709,11003,12074.0,4524.0,3919.0,6593.0,16876.0,4424.0,1758.0,3001.0,5133.0,3974.0,8078.0,7170.0,3107.0,3081.0,3748.0,4500.0,3080.0,3452.0,3743.0,2318.0,4096.0,3785.0,3184.0,4138.0,3857.0,2952.0,2425.0,2170.0,4122.0,4258.0,4763.0,6077.0,4231.0,3641.0,2510.0,6885.0,4984.0,6447.0,8621.0,6609.0,4080.0,10511.0,6739.0,8346.0,5814.0,6534.0,7944.0,10696.0,13044.0,21080.0,11202.0,7707.0,6454.0,3406.0,12168.0,382.0,6736.0,3124.0,1935.0,2394.0,9224.0,2355.0,857.0,2609.0,2818.0,4477.0,3271.0,2709.0,1480.0,2181.0,1342.0,2890.0,1643.0,1100.0,1742.0,5057.0,1833.0,2825.0,1341.0,1764.0,13099.0,1588.0,250.0
빛나는 성스러운 폭탄,112927.0,69434,55827,42476,26421,24421,29847,27834,18621,8763,29000,26936,25182,31001,28765,13183.0,9949.0,27172.0,28823.0,24946.0,32657.0,32074.0,13340.0,11410.0,30199.0,26472.0,26868.0,26946.0,25061.0,8583.0,7892.0,26312.0,25094,22819.0,26807.0,24495.0,11165.0,7808.0,25448.0,22607.0,23960.0,27911,26063.0,10805.0,8608.0,27768.0,25592.0,25435.0,30457.0,26380.0,13252.0,8375.0,27740,28792.0,23878.0,32395.0,24939.0,12545.0,11476.0,27057.0,26324.0,24457.0,29089.0,25700.0,13653.0,9029.0,24804.0,21148.0,29667.0,28457.0,24888.0,14015.0,24473.0,25536.0,27619.0,25699.0,30092.0,25713.0,13365.0,12824.0,35195.0,30993.0,26947.0,32405.0,30607.0,19123.0,23255,127877.0,103701,113485,148931,123870.0,98933.0,47960,43610.0,43822.0,49013,70885.0,71676,32513,26846.0,46779.0,35521.0,38930.0,47986.0,44298.0,22018.0,16078.0,32563.0,33365.0,32193.0,38181.0,43346,18841,16986,27616.0,20504.0,20363.0,26453.0,19063.0,12224.0,10816.0,15814.0,17086.0,16396.0,18121.0,15277.0,10497.0,9294.0,19184.0,18850.0,23104.0,21057.0,17606.0,9822.0,13686.0,14950.0,14830.0,18447.0,22358.0,21401.0,7546.0,7759.0,22413.0,21201.0,28979.0,22934.0,21260.0,10648.0,7884.0,22375.0,19839.0,20754.0,21296.0,19722.0,10876.0,10229.0,25873.0,20820.0,21015.0,22626.0,18617.0,14741.0,18459.0,57385.0,21015.0,15703.0,16046.0,11635.0,9118.0,6353.0,8472.0,7977.0,9942.0,11544.0,9549.0,8673.0,4245.0,7364.0,10324.0,8117.0,11721.0,13736.0,5146.0,7601.0,6020.0,7741.0,9958.0,10612.0,8727.0,5101.0,3481.0,11727.0,5846.0,6499.0,8354.0,8572.0,615.0
빛나는 수면 폭탄,23.0,0,3,0,0,0,0,0,0,0,0,0,0,0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
빛나는 신속 로브,,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,37.0,4.0,0.0,0.0,36.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0,0.0,0,86,132,80.0,0.0,16,14.0,0.0,80,19.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,2.0,0.0,3.0,18,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,79.0,0.0,0.0,185.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
빛나는 암흑 수류탄,60323.0,34335,31441,28044,27527,16478,24472,23383,17889,11307,27521,24210,26604,26019,19996,7254.0,7988.0,15920.0,22835.0,23489.0,26173.0,24290.0,8113.0,11508.0,59643.0,53520.0,48647.0,50709.0,56494.0,23733.0,14958.0,34358.0,27977,22043.0,25796.0,27804.0,10312.0,6848.0,22656.0,17476.0,16494.0,26275,17018.0,9178.0,5681.0,18758.0,19672.0,16467.0,18521.0,16087.0,8161.0,6369.0,18476,20046.0,26573.0,22786.0,23859.0,43433.0,35814.0,96915.0,90601.0,107840.0,142367.0,141445.0,62346.0,43769.0,33190.0,40945.0,70749.0,80088.0,63728.0,39621.0,36156.0,20946.0,24927.0,25732.0,49252.0,47531.0,38414.0,23204.0,21995.0,29455.0,42317.0,53824.0,52300.0,36215.0,41118,77132.0,92770,120122,185883,226953.0,201732.0,108401,68325.0,60745.0,69449,125276.0,118107,59686,46795.0,58181.0,36496.0,54207.0,78890.0,78620.0,40742.0,30127.0,28137.0,42125.0,49039.0,64498.0,63622,28747,28963,21270.0,6914.0,8839.0,19781.0,15295.0,16397.0,7893.0,13577.0,11396.0,9498.0,20888.0,10182.0,8676.0,9244.0,9013.0,12056.0,8152.0,14615.0,16762.0,11345.0,8483.0,10268.0,7866.0,12054.0,13879.0,13875.0,7658.0,6038.0,9183.0,17559.0,12760.0,15334.0,16096.0,28094.0,11975.0,9554.0,15948.0,18532.0,20963.0,18112.0,12600.0,15087.0,30274.0,32374.0,25402.0,26275.0,38898.0,34298.0,45668.0,64609.0,67737.0,115240.0,153715.0,132521.0,64776.0,40909.0,57075.0,71041.0,81370.0,117534.0,110779.0,83520.0,37652.0,55115.0,65846.0,73808.0,116461.0,105573.0,50737.0,41488.0,47578.0,51945.0,52760.0,88024.0,71551.0,24440.0,17539.0,32712.0,32326.0,33426.0,49476.0,45204.0,5393.0
